Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
home, 0.29048071299125566, 0.06334919431003568, 0.000750820912841413, 0.1731782851278915, 0.4200915971615682, 0.16725397727083174, 0.24704655324180042, 0.29069921863709064, 0.3337178994242415, 0.415756894385743
intercept, 0.04867991517879568, 0.04987078044842169, 0.0006008871863664692, -0.050925800080829316, 0.1449947240760753, -0.048761781735429735, 0.014910224752087144, 0.04929152061652628, 0.08235475904603837, 0.14790698286836876
tau_att, 7.729754940950273, 2.849085845296849, 0.058172282722374014, 2.8801089526853034, 13.419485907692057, 3.3818346350951343, 5.683533423964159, 7.3287344669551615, 9.3473728091336, 14.410584180706381
tau_def, 17.916366386948674, 7.670320345008068, 0.1719646298977016, 5.614268587593392, 33.21473861964105, 6.968767502640035, 12.398257599637642, 16.646625859863292, 21.884855967857202, 36.50441103287204
