Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, q2.5, q25, q50, q75, q97.5
home, 0.288856184978042, 0.0635098116016098, 0.0008871094956215732, 0.16499314196621634, 0.4156304189939988, 0.16279969958395388, 0.24663624393964861, 0.28926646279191737, 0.33132954995023745, 0.4148162878628112
intercept, 0.04964872597798428, 0.04977781371852151, 0.0007824298520785024, -0.05004699630984418, 0.14483942058810167, -0.04993160914239597, 0.017130765745453948, 0.04996303990300405, 0.08373289398221914, 0.1451220001264381
tau_att, 7.601035361081221, 2.791387632330787, 0.061440407151846434, 2.7376361900456874, 12.924116195945416, 3.3297645335024226, 5.608545438470878, 7.1944955284046515, 9.16271552104892, 14.130199925605783
tau_def, 17.93809078254574, 7.674946342559466, 0.1631343117931017, 5.315371719471206, 33.10679072717899, 6.943236535469591, 12.405477869880363, 16.653498884977992, 21.944459959727332, 36.6928992924918
